Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCO,2015,S,ANTH,100,,001,Introduction to Cultural Anthropology,Eva Marie Kovacs-Kowalke,43,80.627906977,16.057965322,96.0,0.0,,,,,,,,,9,13,10
UBCO,2015,S,ANTH,100,,OVERALL,Introduction to Cultural Anthropology,,43,80.627906977,16.057965322,96.0,0.0,,,,,,,,,9,13,10
