Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2023,W,ANAT,392,,001,Gross Anatomy of the Limbs and Trunk,Majid Alimohammadi;David Anekwe;Roland Fletcher;Natalie Grant;Alison Greig;Kenneth Liu;Caitlin Williams;Julia Wimmers Klick,122,84.57,85.0,80.0,89.0,99.0,68.0,0,0,0,0,0,4,7,17,28,38,27
