Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2023,W,BIOF,501,A,001,Special Topics in Bioinformatics,Steven J Jones,12,89.83,92.0,90.0,93.0,97.0,72.0,0,0,0,0,0,0,1,0,1,0,10
UBCV,2023,W,BIOF,520,,002,Problem-Based Learning In Bioinformatics,Denise Daley;Faraz Hach,16,91.2,91.0,90.0,93.0,94.0,85.0,0,0,0,0,0,0,0,0,0,2,13
UBCV,2023,W,BIOF,540,,201,Statistical Methods for High Dimensional Biology,Keegan Korthauer;Yongjin Park,12,92.09,93.0,90.5,96.5,99.0,81.0,0,0,0,0,0,0,0,0,2,0,9
