Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2021,W,THFL,100,,001,The Art of Storytelling for Stage and Screen,Robert Gardiner;Stephen Heatley;Tom Scholte,40,83.3,86.5,82.0,90.3,94.0,34.0,,,,,,,,,,11,15
