Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2021,W,ARTS,1,A,00A,Arts One,Miranda Burgess;Robert Crawford;Michael Brandon Konoval;Christopher Warren Marshall;Joseph Paul,93,79.3,80.0,75.0,85.0,94.0,55.0,,,,,,6,13,19,24,22,
