Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2021,W,ZOOL,503,,001,Comparative Animal Physiology Seminar,Katie Marshall;Benjamin Matthews,7,90.6,90.0,89.0,91.5,95.0,88.0,,,,,,,,,,,
