Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2021,W,GSAT,502,,001,Advanced Concepts in Genome Science and Technology,Anna Blakney;Carl De Boer;Cara Haney;Martin Hirst;Sabrina Leslie;Freda Miller;Peter Stirling;Sheila Teves;Carolina Tropini,14,91.3,91.0,89.3,94.0,96.0,85.0,,,,,,,,,,,10
UBCV,2021,W,GSAT,540,,201,Statistical Methods for High Dimensional Biology,Keegan Korthauer;Yongjin Park,8,89.4,92.5,84.3,95.5,99.0,74.0,,,,,,,,,,,
