Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2022,W,ARTS,1,A,00A,Arts One,Robert Crawford;Joy Dixon;Michael Brandon Konoval;Joseph Paul;Hasan Zahid Siddiqui,76,77.7,80.0,76.8,85.0,90.0,0.0,3,0,0,1,0,4,7,20,17,22,2
