Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCO,2024,W,EAP,103,,001,English for Academic Purposes Level III,Amber Lavoie;Ashley Johnston,16,80.8,81.5,76.25,88.25,91,68,0,0,0,0,0,3,1,2,5,3,2
UBCO,2024,W,EAP,104,,001,English for Academic Purposes Level IV,Paul Marshall;Anita Veal,9,87.2,88.0,82.0,97.0,99,60,0,0,0,1,0,0,0,0,2,2,4
UBCO,2024,W,EAP,104,,002,English for Academic Purposes Level IV,Andrea Szilagyi;Michael Landry,16,77.9,81.0,70.25,84.25,90,61,0,0,0,2,0,3,0,2,5,3,1
UBCO,2024,W,EAP,104,,003,English for Academic Purposes Level IV,Manveen Kaur Singla;Ashley Johnston,23,87.9,89.0,86.0,92.5,94,69,0,0,0,0,0,1,0,2,1,8,11
UBCO,2024,W,EAP,104,,101,English for Academic Purposes Level IV,Anita Veal;Ashley Johnston,22,75.1,78.0,69.25,82.75,87,37,1,0,1,0,0,6,1,3,6,4,0
