Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,Pass,Fail,Withdrew,Audit,Other,0-9,"10-19",20-29,30-39,40-49,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBC,2003,W,RMST,478, ,001,"ROMANCE LINGSTCS","Carr, Derek;Phan, Chantal",11,77.4,5.27,88,69,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,1,0
UBC,2003,W,RMST,478, ,OVERALL,"ROMANCE LINGSTCS"," ",11,77.4,5.27,88,69,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,1,0
