Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2017,S,APPP,504,,101,Business Acumen for Technical Leaders,Perdip Atwal;Scott Sinclair,33,79.181818182,5.7361493260000005,87.0,60.0,,,,,,,,9,13,5,
UBCV,2017,S,APPP,504,,102,Business Acumen for Technical Leaders,Perdip Atwal;Scott Sinclair,34,79.0,4.786344211,89.0,65.0,,,,,,,6,10,12,,
