Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2018,W,STS,501,,001,Proseminar in Science and Technology Studies,Margaret Schabas;Robert Brain,8,86.875,2.587745848,92.0,83.0,,,,,,,,,,6,
UBCV,2018,W,STS,502,,002,Core Seminar in Science and Technology Studies,Renisa Mawani;Vincent Nardizzi,7,85.714285714,1.799470822,87.0,82.0,,,,,,,,,,6,
