Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,Pass,Fail,Withdrew,Audit,Other,0-9,"10-19",20-29,30-39,40-49,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBC,2018,S,URSY,530, ,941,"URB SYSTS ENGRNG","Siu, Kwok",17,82.88,3.71,89,77,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0
UBC,2018,S,URSY,530, ,OVERALL,"URB SYSTS ENGRNG"," ",17,82.88,3.71,89,77,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0
