Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2022,S,LFS,302,B,921,International Field Studies,Christopher Bennett;Sean Holowaychuk,10,83.1,86.5,77.0,89.5,90.0,68.0,0,0,0,0,0,1,0,2,1,3,3
UBCV,2022,S,LFS,490,,921,Topics in Land and Food Systems,Sharon Rebekah Stein;William Valley,12,93.9,95.5,90.0,98.0,100.0,85.0,0,0,0,0,0,0,0,0,0,1,11
