Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2022,S,RHSC,420,,001,Elements of Neuroanatomy and Neurophysiology,Michael Lee;Julia Schmidt,63,89.7,90.0,86.5,94.0,99.0,78.0,,,,,,,,,,24,32
