Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,Pass,Fail,Withdrew,Audit,Other,0-9,"10-19",20-29,30-39,40-49,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBC,2009,S,BAPA,500, ,301,"MNG'L ECONOMICS","Thiele, Veikko",35,81.6,9.79,95,56,35,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,2,8,8,8
UBC,2009,S,BAPA,500, ,OVERALL,"MNG'L ECONOMICS"," ",35,81.6,9.79,95,56,35,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,2,8,8,8
