Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCO,2023,S,EESC,335,,001,Field Techniques,Éowyn Campbell;Edward Hornibrook;Kyle Larson;Saoirse MacKinnon;Jesse Manna;Craig Nichol,30,89.23,89.0,87.0,91.75,95.0,83.0,0,0,0,0,0,0,0,0,2,15,13
