Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCO,2022,S,MGMT,100,,001,Introduction to Business,Jana Martin,80,74.6,77.5,69.8,82.3,86.0,0.0,2,1,1,4,8,9,8,18,17,12,0
UBCO,2022,S,MGMT,110,,101,Introduction to Management Thought and Social Responsibility,Sheila Westwell,22,73.5,74.5,68.3,83.0,90.0,27.0,1,0,1,0,2,3,5,2,3,4,1
