Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2025,S,ISCI,361,,101,Field Course: Systems Approaches to Regional Sustainability,Lee Groat; Steven Quane; Denise Gabriel,18,94.1,94.0,93.0,95.0,97,92,0,0,0,0,0,0,0,0,0,0,18
