Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2025,S,RMST,350,A,921,Special Topics in Italian Studies,Carlo Testa,16,70.8,73.0,60.75,83.75,93,22,3,1,1,1,3,0,2,1,2,1,1
UBCV,2025,S,RMST,361,,921,Studies in Portuguese and Brazilian Literature,Marco Schaumloeffel,30,94.2,95.0,93.0,96.0,100,83,27,1,0,2,0,0,0,0,0,0,0
