Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2025,S,ATSC,113,,98A,"Weather Science for Sailing, Flying, and Snow Sports",Douglas McCollor; Roland Stull,92,76.6,80.0,75.0,87.0,98,0,10,0,1,1,3,5,5,18,20,15,14
