Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2025,W,DENT,440,,001,Dentistry IV: Complex Clinical Dentistry,Lauren Milchman; Anuja Doshi; Katherine Ferguson; Akash Sidhu; Mahmoud Ektefaie; Nicholas Tong; Edwin H Yen; Andrea Esteves; Ahmed Hieawy; David MacDonald; Sabina Reitzik; Kenneth Chow; Mario Brondani; Samantha Lee; Eli Whitney; Ian Matthew; Rafat Sobouti,63,84.6,85.0,83.0,86.0,90,79,0,0,0,0,0,0,0,2,28,32,1
