Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2025,W,RHSC,420,,003,Elements of Neuroanatomy and Neurophysiology,Jean Cremin; Natalie Grant; Courtney Pollock; Alina Constantin; David Anekwe; Karen Sauve; Roland Fletcher,139,87.8,89.0,84.0,92.0,97,69,0,0,0,0,0,3,1,11,22,35,67
