Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2025,W,ANAT,392,,001,Gross Anatomy of the Limbs and Trunk,Kurt McBurney; Julia Wimmers Klick; Majid Alimohammadi,141,82.6,84.0,78.0,89.0,96,56,1,0,0,4,3,8,9,19,32,39,26
