Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2023,S,TIBT,390,,921,Tibetan Language in a Community Context,Sonam Chusang;Tsering Shakya;Sara Shneiderman,16,88.47,89.0,85.0,91.5,99.0,80.0,0,0,0,0,0,0,0,0,3,6,6
