Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2023,S,RHSC,420,,001,Elements of Neuroanatomy and Neurophysiology,Michael Lee;Julia Schmidt;Elisha Williams,73,91.82,93.0,88.0,96.0,100.0,72.0,0,0,0,0,0,0,1,2,4,15,51
