Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2023,S,HPB,504,,941,Building Energy Systems Design,Kevin Leung;Alireza Taghi Nazari,17,85.53,86.0,80.0,90.0,95.0,71.0,0,0,0,0,0,1,1,1,2,6,6
UBCV,2023,S,HPB,505,,941,Capstone: Greening Existing Buildings,Jeanie Chan;Andrea Frisque,17,93.06,93.0,90.0,98.0,99.0,84.0,0,0,0,0,0,0,0,0,1,3,13
