Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2021,S,NEPL,390,,921,Nepali Language in a Community Context,Tsering Shakya;Sara Shneiderman;Binod Shrestha,14,96.3,96.5,94.3,99.0,100.0,90.0,0,0,0,0,0,0,0,0,0,0,14
