Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2021,S,ATSC,113,,98A,Applied Meteorology,Douglas Mccollor;Roland Stull,82,89.3,94.5,83.0,98.0,100.0,38.0,,,,,,,,,9,6,54
UBCV,2021,S,ATSC,113,,971,Applied Meteorology,Douglas Mccollor;Roland Stull,337,86.9,90.0,85.0,95.0,100.0,0.0,8,,,,,7,15,17,30,70,185
